CUPS;Date;Hour;AE_kWh
RandomCups;04/07/2021;18;0,371
RandomCups;04/07/2021;19;0,210
RandomCups;04/07/2021;20;0,351
RandomCups;04/07/2021;21;0,382
RandomCups;04/07/2021;22;0,119
RandomCups;04/07/2021;23;0,011
RandomCups;04/07/2021;24;0,007
RandomCups;05/07/2021;1;0,057
RandomCups;05/07/2021;2;0,458
RandomCups;05/07/2021;3;0,043
RandomCups;05/07/2021;4;0,483
RandomCups;05/07/2021;5;0,458
RandomCups;05/07/2021;6;0,225
RandomCups;05/07/2021;7;0,247
RandomCups;05/07/2021;8;0,408
RandomCups;05/07/2021;9;0,036
RandomCups;05/07/2021;10;0,112
RandomCups;05/07/2021;11;0,393
RandomCups;05/07/2021;12;0,199
RandomCups;05/07/2021;13;0,151
RandomCups;05/07/2021;14;0,059
RandomCups;05/07/2021;15;0,490
RandomCups;05/07/2021;16;0,075
RandomCups;05/07/2021;17;0,199
RandomCups;05/07/2021;18;0,501
RandomCups;05/07/2021;19;0,068
RandomCups;05/07/2021;20;0,112
RandomCups;05/07/2021;21;0,332
RandomCups;05/07/2021;22;0,380
RandomCups;05/07/2021;23;0,422
RandomCups;05/07/2021;24;0,147
RandomCups;06/07/2021;1;0,251
RandomCups;06/07/2021;2;0,154
RandomCups;06/07/2021;3;0,420
RandomCups;06/07/2021;4;0,059
RandomCups;06/07/2021;5;0,368
RandomCups;06/07/2021;6;0,455
RandomCups;06/07/2021;7;0,185
RandomCups;06/07/2021;8;0,277
RandomCups;06/07/2021;9;0,126
RandomCups;06/07/2021;10;0,319
RandomCups;06/07/2021;11;0,110
RandomCups;06/07/2021;12;0,010
RandomCups;06/07/2021;13;0,473
RandomCups;06/07/2021;14;0,026
RandomCups;06/07/2021;15;0,028
RandomCups;06/07/2021;16;0,207
RandomCups;06/07/2021;17;0,149
RandomCups;06/07/2021;18;0,150
RandomCups;06/07/2021;19;0,119
RandomCups;06/07/2021;20;0,472
RandomCups;06/07/2021;21;0,330
RandomCups;06/07/2021;22;0,484
RandomCups;06/07/2021;23;0,244
RandomCups;06/07/2021;24;0,178
RandomCups;07/07/2021;1;0,222
RandomCups;07/07/2021;2;0,364
RandomCups;07/07/2021;3;0,300
RandomCups;07/07/2021;4;0,319
RandomCups;07/07/2021;5;0,313
RandomCups;07/07/2021;6;0,325
RandomCups;07/07/2021;7;0,391
RandomCups;07/07/2021;8;0,112
RandomCups;07/07/2021;9;0,131
RandomCups;07/07/2021;10;0,151
RandomCups;07/07/2021;11;0,220
RandomCups;07/07/2021;12;0,012
RandomCups;07/07/2021;13;0,014
RandomCups;07/07/2021;14;0,253
RandomCups;07/07/2021;15;0,288
RandomCups;07/07/2021;16;0,030
RandomCups;07/07/2021;17;0,369
RandomCups;07/07/2021;18;0,482
RandomCups;07/07/2021;19;0,426
RandomCups;07/07/2021;20;0,240
RandomCups;07/07/2021;21;0,379
RandomCups;07/07/2021;22;0,181
RandomCups;07/07/2021;23;0,183
RandomCups;07/07/2021;24;0,462
RandomCups;08/07/2021;1;0,135
RandomCups;08/07/2021;2;0,334
RandomCups;08/07/2021;3;0,107
RandomCups;08/07/2021;4;0,076
RandomCups;08/07/2021;5;0,147
RandomCups;08/07/2021;6;0,254
RandomCups;08/07/2021;7;0,390
RandomCups;08/07/2021;8;0,387
RandomCups;08/07/2021;9;0,283
RandomCups;08/07/2021;10;0,130
RandomCups;08/07/2021;11;0,166
RandomCups;08/07/2021;12;0,401
RandomCups;08/07/2021;13;0,404
RandomCups;08/07/2021;14;0,335
RandomCups;08/07/2021;15;0,450
RandomCups;08/07/2021;16;0,202
RandomCups;08/07/2021;17;0,021
RandomCups;08/07/2021;18;0,287
RandomCups;08/07/2021;19;0,103
RandomCups;08/07/2021;20;0,407
RandomCups;08/07/2021;21;0,428
RandomCups;08/07/2021;22;0,498
RandomCups;08/07/2021;23;0,268
RandomCups;08/07/2021;24;0,349
RandomCups;09/07/2021;1;0,499
RandomCups;09/07/2021;2;0,291
RandomCups;09/07/2021;3;0,469
RandomCups;09/07/2021;4;0,412
RandomCups;09/07/2021;5;0,150
RandomCups;09/07/2021;6;0,496
RandomCups;09/07/2021;7;0,322
RandomCups;09/07/2021;8;0,321
RandomCups;09/07/2021;9;0,166
RandomCups;09/07/2021;10;0,497
RandomCups;09/07/2021;11;0,445
RandomCups;09/07/2021;12;0,166
RandomCups;09/07/2021;13;0,410
RandomCups;09/07/2021;14;0,227
RandomCups;09/07/2021;15;0,397
RandomCups;09/07/2021;16;0,420
RandomCups;09/07/2021;17;0,015
RandomCups;09/07/2021;18;0,474
RandomCups;09/07/2021;19;0,113
RandomCups;09/07/2021;20;0,020
RandomCups;09/07/2021;21;0,309
RandomCups;09/07/2021;22;0,138
RandomCups;09/07/2021;23;0,274
RandomCups;09/07/2021;24;0,350
RandomCups;10/07/2021;1;0,129
RandomCups;10/07/2021;2;0,422
RandomCups;10/07/2021;3;0,336
RandomCups;10/07/2021;4;0,113
RandomCups;10/07/2021;5;0,404
RandomCups;10/07/2021;6;0,244
RandomCups;10/07/2021;7;0,477
RandomCups;10/07/2021;8;0,041
RandomCups;10/07/2021;9;0,059
RandomCups;10/07/2021;10;0,335
RandomCups;10/07/2021;11;0,304
RandomCups;10/07/2021;12;0,345
RandomCups;10/07/2021;13;0,489
RandomCups;10/07/2021;14;0,427
RandomCups;10/07/2021;15;0,064
RandomCups;10/07/2021;16;0,395
RandomCups;10/07/2021;17;0,011
RandomCups;10/07/2021;18;0,129
RandomCups;10/07/2021;19;0,198
RandomCups;10/07/2021;20;0,444
RandomCups;10/07/2021;21;0,135
RandomCups;10/07/2021;22;0,437
RandomCups;10/07/2021;23;0,362
RandomCups;10/07/2021;24;0,161
RandomCups;11/07/2021;1;0,430
RandomCups;11/07/2021;2;0,474
RandomCups;11/07/2021;3;0,494
RandomCups;11/07/2021;4;0,300
RandomCups;11/07/2021;5;0,426
RandomCups;11/07/2021;6;0,217
RandomCups;11/07/2021;7;0,292
RandomCups;11/07/2021;8;0,305
RandomCups;11/07/2021;9;0,322
RandomCups;11/07/2021;10;0,179
RandomCups;11/07/2021;11;0,455
RandomCups;11/07/2021;12;0,312
RandomCups;11/07/2021;13;0,419
RandomCups;11/07/2021;14;0,345
RandomCups;11/07/2021;15;0,172
RandomCups;11/07/2021;16;0,496
RandomCups;11/07/2021;17;0,502
RandomCups;11/07/2021;18;0,266
RandomCups;11/07/2021;19;0,198
RandomCups;11/07/2021;20;0,139
RandomCups;11/07/2021;21;0,250
RandomCups;11/07/2021;22;0,298
RandomCups;11/07/2021;23;0,055
RandomCups;11/07/2021;24;0,021
RandomCups;12/07/2021;1;0,095
RandomCups;12/07/2021;2;0,041
RandomCups;12/07/2021;3;0,490
RandomCups;12/07/2021;4;0,350
RandomCups;12/07/2021;5;0,031
RandomCups;12/07/2021;6;0,393
RandomCups;12/07/2021;7;0,046
RandomCups;12/07/2021;8;0,412
RandomCups;12/07/2021;9;0,395
RandomCups;12/07/2021;10;0,399
RandomCups;12/07/2021;11;0,067
RandomCups;12/07/2021;12;0,054
RandomCups;12/07/2021;13;0,372
RandomCups;12/07/2021;14;0,076
RandomCups;12/07/2021;15;0,236
RandomCups;12/07/2021;16;0,460
RandomCups;12/07/2021;17;0,065
RandomCups;12/07/2021;18;0,163
RandomCups;12/07/2021;19;0,256
RandomCups;12/07/2021;20;0,408
RandomCups;12/07/2021;21;0,171
RandomCups;12/07/2021;22;0,252
RandomCups;12/07/2021;23;0,499
RandomCups;12/07/2021;24;0,394
RandomCups;13/07/2021;1;0,168
RandomCups;13/07/2021;2;0,027
RandomCups;13/07/2021;3;0,031
RandomCups;13/07/2021;4;0,010
RandomCups;13/07/2021;5;0,032
RandomCups;13/07/2021;6;0,090
RandomCups;13/07/2021;7;0,475
RandomCups;13/07/2021;8;0,072
RandomCups;13/07/2021;9;0,474
RandomCups;13/07/2021;10;0,166
RandomCups;13/07/2021;11;0,458
RandomCups;13/07/2021;12;0,367
RandomCups;13/07/2021;13;0,026
RandomCups;13/07/2021;14;0,313
RandomCups;13/07/2021;15;0,393
RandomCups;13/07/2021;16;0,181
RandomCups;13/07/2021;17;0,215
RandomCups;13/07/2021;18;0,460
RandomCups;13/07/2021;19;0,023
RandomCups;13/07/2021;20;0,091
RandomCups;13/07/2021;21;0,452
RandomCups;13/07/2021;22;0,485
RandomCups;13/07/2021;23;0,140
RandomCups;13/07/2021;24;0,059
RandomCups;14/07/2021;1;0,018
RandomCups;14/07/2021;2;0,207
RandomCups;14/07/2021;3;0,360
RandomCups;14/07/2021;4;0,154
RandomCups;14/07/2021;5;0,047
RandomCups;14/07/2021;6;0,273
RandomCups;14/07/2021;7;0,066
RandomCups;14/07/2021;8;0,496
RandomCups;14/07/2021;9;0,298
RandomCups;14/07/2021;10;0,139
RandomCups;14/07/2021;11;0,401
RandomCups;14/07/2021;12;0,035
RandomCups;14/07/2021;13;0,142
RandomCups;14/07/2021;14;0,212
RandomCups;14/07/2021;15;0,067
RandomCups;14/07/2021;16;0,137
RandomCups;14/07/2021;17;0,391
RandomCups;14/07/2021;18;0,355
RandomCups;14/07/2021;19;0,305
RandomCups;14/07/2021;20;0,266
RandomCups;14/07/2021;21;0,252
RandomCups;14/07/2021;22;0,399
RandomCups;14/07/2021;23;0,028
RandomCups;14/07/2021;24;0,426
RandomCups;15/07/2021;1;0,115
RandomCups;15/07/2021;2;0,055
RandomCups;15/07/2021;3;0,467
RandomCups;15/07/2021;4;0,417
RandomCups;15/07/2021;5;0,244
RandomCups;15/07/2021;6;0,289
RandomCups;15/07/2021;7;0,329
RandomCups;15/07/2021;8;0,008
RandomCups;15/07/2021;9;0,508
RandomCups;15/07/2021;10;0,215
RandomCups;15/07/2021;11;0,206
RandomCups;15/07/2021;12;0,030
RandomCups;15/07/2021;13;0,216
RandomCups;15/07/2021;14;0,339
RandomCups;15/07/2021;15;0,377
RandomCups;15/07/2021;16;0,390
RandomCups;15/07/2021;17;0,084
RandomCups;15/07/2021;18;0,472
RandomCups;15/07/2021;19;0,079
RandomCups;15/07/2021;20;0,401
RandomCups;15/07/2021;21;0,131
RandomCups;15/07/2021;22;0,245
RandomCups;15/07/2021;23;0,157
RandomCups;15/07/2021;24;0,379
RandomCups;16/07/2021;1;0,258
RandomCups;16/07/2021;2;0,086
RandomCups;16/07/2021;3;0,326
RandomCups;16/07/2021;4;0,395
RandomCups;16/07/2021;5;0,137
RandomCups;16/07/2021;6;0,117
RandomCups;16/07/2021;7;0,249
RandomCups;16/07/2021;8;0,301
RandomCups;16/07/2021;9;0,225
RandomCups;16/07/2021;10;0,082
RandomCups;16/07/2021;11;0,462
RandomCups;16/07/2021;12;0,103
RandomCups;16/07/2021;13;0,034
RandomCups;16/07/2021;14;0,146
RandomCups;16/07/2021;15;0,485
RandomCups;16/07/2021;16;0,144
RandomCups;16/07/2021;17;0,030
RandomCups;16/07/2021;18;0,336
RandomCups;16/07/2021;19;0,054
RandomCups;16/07/2021;20;0,436
RandomCups;16/07/2021;21;0,080
RandomCups;16/07/2021;22;0,257
RandomCups;16/07/2021;23;0,437
RandomCups;16/07/2021;24;0,269
RandomCups;17/07/2021;1;0,143
RandomCups;17/07/2021;2;0,485
RandomCups;17/07/2021;3;0,049
RandomCups;17/07/2021;4;0,172
RandomCups;17/07/2021;5;0,323
RandomCups;17/07/2021;6;0,243
RandomCups;17/07/2021;7;0,140
RandomCups;17/07/2021;8;0,217
RandomCups;17/07/2021;9;0,186
RandomCups;17/07/2021;10;0,275
RandomCups;17/07/2021;11;0,384
RandomCups;17/07/2021;12;0,409
RandomCups;17/07/2021;13;0,315
RandomCups;17/07/2021;14;0,445
RandomCups;17/07/2021;15;0,109
RandomCups;17/07/2021;16;0,489
RandomCups;17/07/2021;17;0,162
RandomCups;17/07/2021;18;0,151
RandomCups;17/07/2021;19;0,052
RandomCups;17/07/2021;20;0,420
RandomCups;17/07/2021;21;0,411
RandomCups;17/07/2021;22;0,295
RandomCups;17/07/2021;23;0,116
RandomCups;17/07/2021;24;0,436
RandomCups;18/07/2021;1;0,324
RandomCups;18/07/2021;2;0,295
RandomCups;18/07/2021;3;0,499
RandomCups;18/07/2021;4;0,492
RandomCups;18/07/2021;5;0,310
RandomCups;18/07/2021;6;0,470
RandomCups;18/07/2021;7;0,201
RandomCups;18/07/2021;8;0,212
RandomCups;18/07/2021;9;0,064
RandomCups;18/07/2021;10;0,028
RandomCups;18/07/2021;11;0,034
RandomCups;18/07/2021;12;0,092
RandomCups;18/07/2021;13;0,301
RandomCups;18/07/2021;14;0,451
RandomCups;18/07/2021;15;0,011
RandomCups;18/07/2021;16;0,150
RandomCups;18/07/2021;17;0,015
RandomCups;18/07/2021;18;0,021
RandomCups;18/07/2021;19;0,454
RandomCups;18/07/2021;20;0,085
RandomCups;18/07/2021;21;0,249
RandomCups;18/07/2021;22;0,124
RandomCups;18/07/2021;23;0,381
RandomCups;18/07/2021;24;0,382
RandomCups;19/07/2021;1;0,496
RandomCups;19/07/2021;2;0,379
RandomCups;19/07/2021;3;0,247
RandomCups;19/07/2021;4;0,244
RandomCups;19/07/2021;5;0,220
RandomCups;19/07/2021;6;0,316
RandomCups;19/07/2021;7;0,090
RandomCups;19/07/2021;8;0,346
RandomCups;19/07/2021;9;0,309
RandomCups;19/07/2021;10;0,142
RandomCups;19/07/2021;11;0,026
RandomCups;19/07/2021;12;0,296
RandomCups;19/07/2021;13;0,357
RandomCups;19/07/2021;14;0,356
RandomCups;19/07/2021;15;0,133
RandomCups;19/07/2021;16;0,402
RandomCups;19/07/2021;17;0,407
RandomCups;19/07/2021;18;0,076
RandomCups;19/07/2021;19;0,490
RandomCups;19/07/2021;20;0,299
RandomCups;19/07/2021;21;0,441
RandomCups;19/07/2021;22;0,103
RandomCups;19/07/2021;23;0,421
RandomCups;19/07/2021;24;0,499
RandomCups;20/07/2021;1;0,282
RandomCups;20/07/2021;2;0,367
RandomCups;20/07/2021;3;0,146
RandomCups;20/07/2021;4;0,034
RandomCups;20/07/2021;5;0,166
RandomCups;20/07/2021;6;0,467
RandomCups;20/07/2021;7;0,060
RandomCups;20/07/2021;8;0,428
RandomCups;20/07/2021;9;0,270
RandomCups;20/07/2021;10;0,164
RandomCups;20/07/2021;11;0,086
RandomCups;20/07/2021;12;0,188
RandomCups;20/07/2021;13;0,123
RandomCups;20/07/2021;14;0,419
RandomCups;20/07/2021;15;0,174
RandomCups;20/07/2021;16;0,003
RandomCups;20/07/2021;17;0,182
RandomCups;20/07/2021;18;0,497
RandomCups;20/07/2021;19;0,489
RandomCups;20/07/2021;20;0,183
RandomCups;20/07/2021;21;0,007
RandomCups;20/07/2021;22;0,479
RandomCups;20/07/2021;23;0,175
RandomCups;20/07/2021;24;0,452
RandomCups;21/07/2021;1;0,231
RandomCups;21/07/2021;2;0,498
RandomCups;21/07/2021;3;0,124
RandomCups;21/07/2021;4;0,124
RandomCups;21/07/2021;5;0,426
RandomCups;21/07/2021;6;0,182
RandomCups;21/07/2021;7;0,108
RandomCups;21/07/2021;8;0,200
RandomCups;21/07/2021;9;0,295
RandomCups;21/07/2021;10;0,087
RandomCups;21/07/2021;11;0,181
RandomCups;21/07/2021;12;0,498
RandomCups;21/07/2021;13;0,107
RandomCups;21/07/2021;14;0,095
RandomCups;21/07/2021;15;0,440
RandomCups;21/07/2021;16;0,342
RandomCups;21/07/2021;17;0,047
RandomCups;21/07/2021;18;0,437
RandomCups;21/07/2021;19;0,098
RandomCups;21/07/2021;20;0,485
RandomCups;21/07/2021;21;0,097
RandomCups;21/07/2021;22;0,188
RandomCups;21/07/2021;23;0,009
RandomCups;21/07/2021;24;0,048
RandomCups;22/07/2021;1;0,355
RandomCups;22/07/2021;2;0,331
RandomCups;22/07/2021;3;0,129
RandomCups;22/07/2021;4;0,503
RandomCups;22/07/2021;5;0,327
RandomCups;22/07/2021;6;0,330
RandomCups;22/07/2021;7;0,321
RandomCups;22/07/2021;8;0,126
RandomCups;22/07/2021;9;0,082
RandomCups;22/07/2021;10;0,328
RandomCups;22/07/2021;11;0,427
RandomCups;22/07/2021;12;0,362
RandomCups;22/07/2021;13;0,274
RandomCups;22/07/2021;14;0,197
RandomCups;22/07/2021;15;0,481
RandomCups;22/07/2021;16;0,501
RandomCups;22/07/2021;17;0,111
RandomCups;22/07/2021;18;0,435
RandomCups;22/07/2021;19;0,447
RandomCups;22/07/2021;20;0,117
RandomCups;22/07/2021;21;0,446
RandomCups;22/07/2021;22;0,205
RandomCups;22/07/2021;23;0,072
RandomCups;22/07/2021;24;0,375
RandomCups;23/07/2021;1;0,389
RandomCups;23/07/2021;2;0,427
RandomCups;23/07/2021;3;0,347
RandomCups;23/07/2021;4;0,172
RandomCups;23/07/2021;5;0,422
RandomCups;23/07/2021;6;0,335
RandomCups;23/07/2021;7;0,146
RandomCups;23/07/2021;8;0,343
RandomCups;23/07/2021;9;0,037
RandomCups;23/07/2021;10;0,246
RandomCups;23/07/2021;11;0,095
RandomCups;23/07/2021;12;0,371
RandomCups;23/07/2021;13;0,221
RandomCups;23/07/2021;14;0,125
RandomCups;23/07/2021;15;0,076
RandomCups;23/07/2021;16;0,135
RandomCups;23/07/2021;17;0,030
RandomCups;23/07/2021;18;0,064
RandomCups;23/07/2021;19;0,167
RandomCups;23/07/2021;20;0,488
RandomCups;23/07/2021;21;0,320
RandomCups;23/07/2021;22;0,420
RandomCups;23/07/2021;23;0,125
RandomCups;23/07/2021;24;0,310
RandomCups;24/07/2021;1;0,084
RandomCups;24/07/2021;2;0,403
RandomCups;24/07/2021;3;0,011
RandomCups;24/07/2021;4;0,201
RandomCups;24/07/2021;5;0,389
RandomCups;24/07/2021;6;0,334
RandomCups;24/07/2021;7;0,321
RandomCups;24/07/2021;8;0,108
RandomCups;24/07/2021;9;0,395
RandomCups;24/07/2021;10;0,420
RandomCups;24/07/2021;11;0,449
RandomCups;24/07/2021;12;0,384
RandomCups;24/07/2021;13;0,239
RandomCups;24/07/2021;14;0,025
RandomCups;24/07/2021;15;0,058
RandomCups;24/07/2021;16;0,250
RandomCups;24/07/2021;17;0,200
RandomCups;24/07/2021;18;0,209
RandomCups;24/07/2021;19;0,479
RandomCups;24/07/2021;20;0,453
RandomCups;24/07/2021;21;0,462
RandomCups;24/07/2021;22;0,054
RandomCups;24/07/2021;23;0,020
RandomCups;24/07/2021;24;0,368
RandomCups;25/07/2021;1;0,224
RandomCups;25/07/2021;2;0,369
RandomCups;25/07/2021;3;0,441
RandomCups;25/07/2021;4;0,485
RandomCups;25/07/2021;5;0,251
RandomCups;25/07/2021;6;0,169
RandomCups;25/07/2021;7;0,293
RandomCups;25/07/2021;8;0,416
RandomCups;25/07/2021;9;0,341
RandomCups;25/07/2021;10;0,019
RandomCups;25/07/2021;11;0,089
RandomCups;25/07/2021;12;0,445
RandomCups;25/07/2021;13;0,008
RandomCups;25/07/2021;14;0,150
RandomCups;25/07/2021;15;0,341
RandomCups;25/07/2021;16;0,214
RandomCups;25/07/2021;17;0,213
RandomCups;25/07/2021;18;0,040
RandomCups;25/07/2021;19;0,088
RandomCups;25/07/2021;20;0,127
RandomCups;25/07/2021;21;0,061
RandomCups;25/07/2021;22;0,056
RandomCups;25/07/2021;23;0,161
RandomCups;25/07/2021;24;0,410
RandomCups;26/07/2021;1;0,137
RandomCups;26/07/2021;2;0,345
RandomCups;26/07/2021;3;0,306
RandomCups;26/07/2021;4;0,205
RandomCups;26/07/2021;5;0,169
RandomCups;26/07/2021;6;0,046
RandomCups;26/07/2021;7;0,278
RandomCups;26/07/2021;8;0,181
RandomCups;26/07/2021;9;0,311
RandomCups;26/07/2021;10;0,380
RandomCups;26/07/2021;11;0,144
RandomCups;26/07/2021;12;0,086
RandomCups;26/07/2021;13;0,128
RandomCups;26/07/2021;14;0,061
RandomCups;26/07/2021;15;0,439
RandomCups;26/07/2021;16;0,253
RandomCups;26/07/2021;17;0,295
RandomCups;26/07/2021;18;0,069
RandomCups;26/07/2021;19;0,136
RandomCups;26/07/2021;20;0,270
RandomCups;26/07/2021;21;0,227
RandomCups;26/07/2021;22;0,165
RandomCups;26/07/2021;23;0,132
RandomCups;26/07/2021;24;0,175
RandomCups;27/07/2021;1;0,041
RandomCups;27/07/2021;2;0,505
RandomCups;27/07/2021;3;0,497
RandomCups;27/07/2021;4;0,029
RandomCups;27/07/2021;5;0,258
RandomCups;27/07/2021;6;0,195
RandomCups;27/07/2021;7;0,331
RandomCups;27/07/2021;8;0,018
RandomCups;27/07/2021;9;0,441
RandomCups;27/07/2021;10;0,202
RandomCups;27/07/2021;11;0,043
RandomCups;27/07/2021;12;0,172
RandomCups;27/07/2021;13;0,345
RandomCups;27/07/2021;14;0,048
RandomCups;27/07/2021;15;0,085
RandomCups;27/07/2021;16;0,170
RandomCups;27/07/2021;17;0,033
RandomCups;27/07/2021;18;0,481
RandomCups;27/07/2021;19;0,011
RandomCups;27/07/2021;20;0,019
RandomCups;27/07/2021;21;0,410
RandomCups;27/07/2021;22;0,325
RandomCups;27/07/2021;23;0,224
RandomCups;27/07/2021;24;0,183
RandomCups;28/07/2021;1;0,239
RandomCups;28/07/2021;2;0,398
RandomCups;28/07/2021;3;0,295
RandomCups;28/07/2021;4;0,017
RandomCups;28/07/2021;5;0,392
RandomCups;28/07/2021;6;0,063
RandomCups;28/07/2021;7;0,011
RandomCups;28/07/2021;8;0,123
RandomCups;28/07/2021;9;0,154
RandomCups;28/07/2021;10;0,397
RandomCups;28/07/2021;11;0,045
RandomCups;28/07/2021;12;0,131
RandomCups;28/07/2021;13;0,097
RandomCups;28/07/2021;14;0,411
RandomCups;28/07/2021;15;0,406
RandomCups;28/07/2021;16;0,038
RandomCups;28/07/2021;17;0,036
RandomCups;28/07/2021;18;0,481
RandomCups;28/07/2021;19;0,147
RandomCups;28/07/2021;20;0,218
RandomCups;28/07/2021;21;0,397
RandomCups;28/07/2021;22;0,276
RandomCups;28/07/2021;23;0,251
RandomCups;28/07/2021;24;0,427
RandomCups;29/07/2021;1;0,226
RandomCups;29/07/2021;2;0,016
RandomCups;29/07/2021;3;0,127
RandomCups;29/07/2021;4;0,285
RandomCups;29/07/2021;5;0,435
RandomCups;29/07/2021;6;0,487
RandomCups;29/07/2021;7;0,046
RandomCups;29/07/2021;8;0,250
RandomCups;29/07/2021;9;0,248
RandomCups;29/07/2021;10;0,157
RandomCups;29/07/2021;11;0,449
RandomCups;29/07/2021;12;0,273
RandomCups;29/07/2021;13;0,207
RandomCups;29/07/2021;14;0,417
RandomCups;29/07/2021;15;0,171
RandomCups;29/07/2021;16;0,054
RandomCups;29/07/2021;17;0,435
RandomCups;29/07/2021;18;0,439
RandomCups;29/07/2021;19;0,187
RandomCups;29/07/2021;20;0,110
RandomCups;29/07/2021;21;0,253
RandomCups;29/07/2021;22;0,139
RandomCups;29/07/2021;23;0,219
RandomCups;29/07/2021;24;0,025
RandomCups;30/07/2021;1;0,200
RandomCups;30/07/2021;2;0,346
RandomCups;30/07/2021;3;0,053
RandomCups;30/07/2021;4;0,312
RandomCups;30/07/2021;5;0,131
RandomCups;30/07/2021;6;0,492
RandomCups;30/07/2021;7;0,214
RandomCups;30/07/2021;8;0,281
RandomCups;30/07/2021;9;0,311
RandomCups;30/07/2021;10;0,110
RandomCups;30/07/2021;11;0,451
RandomCups;30/07/2021;12;0,460
RandomCups;30/07/2021;13;0,450
RandomCups;30/07/2021;14;0,200
RandomCups;30/07/2021;15;0,056
RandomCups;30/07/2021;16;0,453
RandomCups;30/07/2021;17;0,285
RandomCups;30/07/2021;18;0,086
RandomCups;30/07/2021;19;0,221
RandomCups;30/07/2021;20;0,101
RandomCups;30/07/2021;21;0,338
RandomCups;30/07/2021;22;0,486
RandomCups;30/07/2021;23;0,185
RandomCups;30/07/2021;24;0,090
RandomCups;31/07/2021;1;0,359
RandomCups;31/07/2021;2;0,233
RandomCups;31/07/2021;3;0,490
RandomCups;31/07/2021;4;0,080
RandomCups;31/07/2021;5;0,331
RandomCups;31/07/2021;6;0,059
RandomCups;31/07/2021;7;0,081
RandomCups;31/07/2021;8;0,377
RandomCups;31/07/2021;9;0,070
RandomCups;31/07/2021;10;0,167
RandomCups;31/07/2021;11;0,213
RandomCups;31/07/2021;12;0,306
RandomCups;31/07/2021;13;0,286
RandomCups;31/07/2021;14;0,257
RandomCups;31/07/2021;15;0,047
RandomCups;31/07/2021;16;0,114
RandomCups;31/07/2021;17;0,320
RandomCups;31/07/2021;18;0,430
RandomCups;31/07/2021;19;0,320
RandomCups;31/07/2021;20;0,391
RandomCups;31/07/2021;21;0,165
RandomCups;31/07/2021;22;0,015
RandomCups;31/07/2021;23;0,130
RandomCups;31/07/2021;24;0,010
